Date,Title,Review_Text,Product,Rating
"November 25, 2020",Great budget 4k TV!,"I am totally pleased with this purchase. I purchased in my local store and was able to select a box that had no signs of shipping damage, and this was conformed upon unboxing. It was perfect after opening. Attached the two feet with ease. As I am a dedicated cord-cutter my connection was through my Fios Giga bit wifi. It found my network immediately and no connection issues were found. I was able to add all my streaming accounts ( Netflix, Amazon Prime, Hulu without any hassle whatsoever. Picture quality is the best I have ever owned. 4k content is simply incredible. It is the best rendering of TV content I have owned, no question about it! I am more than pleased. I am by no means a ""videophile"", I just simply comment from an average consumer standpoint. It is far beyond simply satisfied in my opinion. Unless your eyes and expectations exceed mine, you will be immensely pleased! Would buy again and do so with the highest recommendation to others!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"December 1, 2020",Doooooooooo not waste your time or money!,I hate I bought this tv! It will not connect to the internet! I have tried everything even an internet extender. The picture is ok but I can't enjoy any of the apps because it won't connect to the internet! Don't waste your time or money with this crap!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 24, 2020",Warning for Antenna Users,"It's a pretty good size TV. Menu is not difficult to navigate. The initial setup is pretty straight-forward; however, if you are looking to use the Antenna, do not bother. You will have a black screen with no image. The details panel will have something else than the guide. Signal Icon will let you know the signal but for some reason no sound or video. Oddly, it only happens after shutting down the TV. I have tried every troubleshooting step from powering it off to on all the way to factory resetting the device. The only step that works is factory resetting and re-configuring the TV again, which means taking another 15 minutes of set-up and another few minutes to login to your apps every time. The remote (or app) does not have numerical numbers to change the channel. You will be clicking the up/down button to get where you want to be. I am currently awaiting TCL Support for an answer about","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"November 19, 2020",Left side has a dark side,"I loved my 55"" 4k TV for about a year, then I started noticing that the left side of my screen would get a dark shadow and then quickly disappear. I thought it was the wifi, then Youtube, or News programs as it didn't happen all the time. Then it started to happen on other programs as well. So I got on Goggle and researched 55"" TCL TVs and found that many others had the same issue with this TV. So it kind of sucks as I shouldn't be looking for a new TV right now (didn't get an extended warranty)! I debated between one or two stars but because I thought it was a 5 and turned out to be a lemon, I gave it a kind 2 but a 1 also works!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"November 27, 2020",DON'T BUY IT,"this tv had minimal problems for 2 years and then almost 2 years to the day we shut it off and went to bed. Woke up the next morning to no picture! We still had sound but no picture, tried trouble shooting and calling costumer support and they told us there was nothing they could do after they walked us back through the troubleshooting processes we had already done. You pay a large amount of hard earned money for a television that doesn't hold up for more than a couple years of a few hours of use each evening after work! Would not recommend this product to a friend or a family member or a foe or anyone for that matter! This company is terrible!!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"December 4, 2020",Best tv ever,I absolutely love TCL TVs. I bought this one today but previous to this one I own another 42 inch TCL which I have had for 7 years without any issues with it. That one is now in my bedroom and this new one is in my living room. You can't go wrong with these TVs. They last years and get all the new updates!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 12, 2020",none,"I purchased this from Bj's at cyber Monday 2019. It was $380 $40(2 years extended warranty). It has enough of at App Store. It is not true 4K , it's an HDR which is as good as 4K that you can not be understand the the difference with your eyes. You will need a long Tv table for that, measure your room and table before buying it. You will need an also a large living room to watch it, otherwise it gives too much led light what causes you less and not quality sleep at long term. I do recommend this Tv.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 14, 2020",Don't be surprised,"Do not waste your time. If you buy this online Walmart will sell it to an in store customer before one of their own picks it up from the floor. You still get charged until it is refunded; probably 7-10 days. It is similar to airlines overbooking flights. You will get an email with an apology. As a company that states they want to help seniors avoid covid exposure they are completely ridiculous. I bought this item 6 times today. Each time it was canceled. I hate to say this is what you would expect from Walmart, but Im not shocked. Also, enforce your mask requirement.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 7, 2020",One of the best on the market,"I have had this tv for 3 years, it has been flawless. We are retired, so we turn it on in the morning and it plays all day. Picture is great, no problems with anything. I bought it on the recommendation of the electronics guy at Walmart. I knew nothing of the TCL brand, but he sure did. He told me they had very few problems with them, less than some of the more expensive brands. I decided to try TCL and I'm glad I did. I highly recommend this brand.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 19, 2020",Backlight failed after two years.,Purchased this TV two years ago. Recently the backlight failed. I feel that a TV should last longer than two years. It's not worth repairing because the cost is more than buying a new unit. Now I'm back to watching my five year old Emerson that I've never had any problems with.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 9, 2020",No internet connection,Bought this TV 11 months ago and the internet connection has broken down. The TV can find my internet but it cannot connect to it. This is my 2nd unit...the first unit couldn't even FIND the internet... TCL said the internet software was not loaded into the TV. I bought a warranty but cannot afford to mail unit to TCL for repairs.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 12, 2020",TCL 65 Unit failure,"I bought a 65 TCL smart Tv that started failing within the first year, in the the eighth month the sound level couldn't be controlled. On a decibel meter it would go from 25db while watching a show to over 95db when a commercial would start, which causes hearing damage. Tried for four month to get C/S at TCL to fix the problem I performed their tests, restarts, updates and photos only to be told wait for a software update. TCL stalled service until the warranty expired and then wanted to send a tech why not months before. No resolution on frustrations from TCL. Buyers Beware","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 22, 2020",DO NOY BUY! ROKU error WON'T allow setup,"Bought two of these on Wednesday. Right out of the box, they do not work. As soon as you get connected to the internet, it says it needs to update software. Then the error code pops up.  ""The software update failed because of a temporary firmware server issue. Error code: 008."" We tried all of the troubleshooting with tech support on an hour long phonecall. TCL ( TV mfg) states it is a ROKU issue. Our issue has been ""escalated"" and we should get an e-mail in a week. So glad this was not a Christmas present. So many were sold and I cannot imagine how many upset families will have presents that won't work.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 14, 2020",Software Issues,"The TV won't update and when you try and fix it either online or usb as instructed there is no model number that is recognized by ROKUs website. Conveniently you can't run any streaming services without the update. So now we just bought a ""smart tv"" that won't do anything but run our satellite box.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"December 19, 2019",I love it!,I have 2 55inch Roku,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 11, 2020",On my second one. Both TVs failed in under a month,"I purchased the 50"" to start. In just under a month the black screen defect happened. I figured just unluck and exchanged for a 43 for a slightly better fit. Its only been 2 weeks with this one and there is a panel of pixels on the bottom that randomly flicker brighter and dimmer as if struggling to work properly. SEVERELY disappointed. I didnt expect a ton from this tv given the price, but both TVs failing in under a month is ridiculous. I will be returning and choosing a different tv altogether. Dont bother with this tv. Its a shame too, I love the Roku setup!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"December 2, 2020",Skeptical at first but absolutely LOVE IT!!!!!,"I was very skeptical and nervous about buying a large screen TV. I knew it would be something that would be front and center in my home for several years so I wanted a quality TV at a good price. I read a lot of different reviews on different TV's and this TCL 65"" was always in the top 5....so I fought my fear and just bought it. I haven't had it that long but I will say it is awesome. Very easy set up. It connected to the internet, and I linked it with my Roku and other platforms all in less the 10 minutes. Very very user friendly and really...I can't say enough about this TV. I love it. Sound and Picture quality are excellent. I am sold on TCL TV's now.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 13, 2020",Not worth it.,Tv blacks out and warranty through company covers nothing. Bought the tv less then 2 years ago and it worked one night. Go and turn it on the next day it's black screen with sound but no picture. TCL will do nothing to fix their obvious issue. Looking further into it it has happened to numerous people. Works great at first till it doesn't want to work anymore. Thought it was a great deal till this happened. Less then 2 years old and already having to look for a new TV. Save your money spend a few more dollars to not have this issue.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 29, 2020",Best thing I've bought in a while,"Most of the negative reviews are the simpletons who didn't get one because they couldn't read that they were releasing more stock every half hour of something in extremely high demand---took me until 8pm to actually process through payment. For the price of $148 this thing is phenomenal. It replaced an older Samsung that my nephew shot with an airsoft gun so the 4k is a really nice upgrade for my video card. I have it stacked with a 50"" Samsung so I am only using it as a computer/gaming monitor so I can't speak to the roku aspect.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 8, 2020",Love my TCL but My advice is buy Protection Plan,"I am in love with my TCL TV. The company is absolutely amazing. I have FIVE TCL TVs in my home. They work wonderfully, however, I'm hear to warn you. The Manufacturer does honor the one-year warranty with them. Walmart sells a Square-Trade Protection Plan. For the FIRST time ever My Favorite TV. The 65"" inch lost it's picture. TCL helped me to troubleshoot it. (Press Home 5xs, Up 1x, Rewind Twice, Forward Twice-The TV Restarts itself or you can unplug and wait 60 seconds) The troubleshooting didn't work. I then went to use my Protection Plan. They said they'd mail me a Brand New TV but when I look at the email sent to me, they were giving me threw choices of TVs but NONE were TCL. I called them back. I demanded a TCL replacement. They said they would send me a new email so that I can choose a TCL model in the next few days. I will update my review. I just want to say that TCL TVs are the best and it's good to get the Protection Plan. It's worth it. So please purchase one.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 16, 2020",The best tv,"This is the best tv I've ever came across I don't understand why people would put a bad review ...let's see great pictures , easy to use , not heavy at all and you have more than 1 ports to add other things to the tv like my PS5 and the added bonus ROku you can't go wrong with this TV","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 17, 2020",black screen,"Don't waste your money, only had this tv for 2yrs now and the screen went black but the sound works did all there ""resets options"" but still won't work. Warranty is up so they won't do anything so now I have to buy a new tv. Read through different reviews and everybody has the same problem.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 13, 2020",Can't get over the bad picture quality. (colors),"I can't get over the bad picture quality. I really wanted to like and keep the product since I love my 43"" TCL, but this one..after adjusting the colors so many times, looking at on line forums for the best settings, I ended up taking it back. The brightness level of the screen is horrible even at the brightest setting. Colors are not even close to what they are supposed to be. HDR setting makes things even worse On the plus side, the sound quality is decent and setup is a breeze","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"November 12, 2020",Great TV!,I love this tv! I only stream and I love the Roku platform so with this tv I don't need the extra Roku box. It was so easy to set up by myself (65F) The sound is so clear and so is the picture. I will buy another one for my living room when my present living room tv goes out. It uses the Roku box and isn't as big and I really love the 55-inch size.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 30, 2020",Excellent TV,Bought this TV for my husbands office. We had to return the first one because it was cracked. Service at Walmart was excellent and we we swapped it out. This TV is being used as an extra monitor and a TV. The picture is crystal clear. The Walmart sales rep wanted to sell us a Samsung and we didn't want to pay any more money. We are so pleased and the picture is just like our Samsung QLED 70 in. I highly recommend it!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 17, 2020",Great TV for an even greater price!,"Great TV for the price. I would purchase an 80 inch if available. TV worked great for 2-3 months, then started turning off and on. The remote power button was stuck and TCL sent me a new remote and haven't had an issue since. TCL products and support are amazing. I highly recommend them!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 4, 2020",Very good price on a really nice TV.,Love the Roku functionality. Great TV for bedroom.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 6, 2020",Great TV,LOVE THIS TV! Affordable also!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 5, 2020",Great buy,"GREAT price, unlimited apps available, awesome picture, LOVE IT","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 5, 2020",none,My daughter loves her new TV THANKS,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 6, 2020",none,Good service they gives you all the details about the item,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"April 9, 2020",awesome,quick shipping and great product,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 8, 2020",none,Pretty good TV..love the size,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 8, 2020",none,"Very happy. Great tv, looks good and performance is awesome !","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 7, 2020",I Love it..,Great!!!!! Perfect buy....,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 8, 2020",Happy,"Happy with my purchase, the price, the delivery. Everything was and is great.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 4, 2020",none,Beautiful sleek clear.. my mom loved it,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 3, 2020",Loving my TV,Excellent TV sharp picture. Music on the other hand needs speakers to much tremble not enough bass,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"April 5, 2020",Great TV at a great price!,Great TV at a great price!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"July 11, 2020",Great tv for the price,"Bought this for my sons birthday and he likes to game . After hooking it up , which was a snap. The picture quality is outstanding and audio is great. Keeps up with all the gaming action . Now I want one , only larger!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"October 7, 2019",A spot shattered with just a touch,We had this tv for just a couple months already threw the box away and receipt. My nephew put his hand on it and just by one crack the whole screen turned black. The crack isn't even on the outside but in the inside. I have had other TV's for way longer and they have never shattered even with kids around. So now we are stuck with a broken tv total waste of money do not recommend!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"July 13, 2019",none,I bought this TV brand new and in less than 2 years to light went out it's so dark I can't even see the screen I have a Vizio that is 8 years old and still works great I have a Coby TV that is 7 years old and still works great this TV is less than 2 years old I don't even know if I'm going to be able to have it fixed,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"June 24, 2020",Still happy with my purchase 6 months in.,"Pros: Decent picture quality, size and performance for the cost. Stylish design, looks great over my fire place. Easy to use Roku interface. \n\nCons: Sound and video randomly unsync in certain sound modes. Its easily fixed by changing modes but still annoying. Can't pair with my iLive soundbar. Tried everything on the website. Had to buy a special cable to get it to work. Game mode still has a lot of input lag from an Xbox one X. Looks great though. \n\nOverall still a great value TV.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"June 9, 2020",Amazing deal,"This has been one of the best purchases for our family. We replaced an aging 42"" Plasma TV, and an Apple TV that was too old to load some of the Apps. The picture quality is great and all of the free stuff from the different apps are well worth the money to give us endless entertainment.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 18, 2020",none,"I purchased this tv on June 13,2020. On June 17,2020 the television set clicked off by it self and I was unable to get it to turn back on. I have never had this problem with a newly purchased television. Also learned that this television comes with only a 6 months manufacturer warranty. Most television comes with a 1 year warranty. I can not recommend this tv. I went through a lot of trouble to purchase and the not even have it a week and have to package up the tv , stand in line at customer service and now have to wait for the refund to go back on my card. I do not recommend this tv.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"July 11, 2020",Great TV for a reasonable price.,"I had some issues at first with the picture quality. The images displayed had a ghosting effect. I had to call the TCL manufacturer and spoke with their tech support rep. After about 15 minutes, we resolved the problem. So far so good! Picture looks great!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"July 5, 2020",Best 75” TV out there for the price!,"Like the title states, I looked for weeks and finally decided on the TCL 75” (75S421). I had it shipped to Wally World to save on the shipping cost. Just be forwarned, the box this came in was HUGE. It barley fit in the bed of my F150. The TV starts up fast and is very quick to go from app to app. I HIGHLY recommend using the Roku app for your phone, you can control everything with your phone, I mean EVERYTHING. Also, the app allows you to use your bluetooth headphones to hear without waking the baby. Oh and if you are not going to wall mount it, your TV stand needs to be at least 63” long and 16” wide (minimum). Anything less than those dimentions and it may not sit correctly and safely on your TV stand. Overall I am very happy with this purchase!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"July 9, 2020",Good deal!,"Great picture, sound, and overall quality! Definitely a good deal for the price. Only small issue we have with it is the power light at the bottom of the TV is really bright (we have it in our bedroom). Not a big deal, we will just have to cover it with something. Good price for a good TV!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 3, 2020",Turns itself off,"We bought a 55"" several years ago. Liked it so well went back to Walmart and bought 2- 32"" TV's for the bedrooms. Now Every single one of them turn themselves off in the middle of a show! Doesn't matter how long they have been on. Yesterday my 32"" turned itself off 3 times in 45 minutes! No rhyme or reason to why or when this happens. And yes, I checked the sleep timer. It is off on all 3. I googled this problem and find out I'm not the only one! The 55"" is getting so bad we are looking for another TV. These TV's are not that old! The last one is just a year old. 2 stars earns the good picture quality. Minus 3 for the aggravation!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"July 20, 2020",What's not to like?,"What's not to like? Unbelievable how much TV you get for $278!!! 55"" 4K UHD, HDR, Roku built in... so easy my mom could have used it. I love how the cable box is a channel in the Roku menu. This thing is seriously simple to use. Now I'm almost annoyed that the LG in my living room is NOT built around Roku like this set is. Hopefully it lasts a while... but so far I'm blown away.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 18, 2020",GREAT TV! WORTH EVERY PENNY!,"The TCL 65"" is a perfect size for our living room. It isn't too big, and it's definitely not too small. It has an awesome picture, and we love the fact that it is a Roku TV. It allowed us to utilize our Rokus in other areas of the house. I ordered the TV online since the local store was out of stock, and I got notification it was ready for pick up 1 day early. It's a great TV for the price point. If you're looking for a TV that has a great picture that fills out a TV piece, this is definitely the TV you're looking for.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 15, 2020",Excellent quality,"Picture quality is excellent. Sound quality and volume are very good as well. WiFi connection to network works well. Very easy to program and install. Roku functionality is great. Unmatched TV for the price. Fantastic Budget Solution for small apt, guest room or home gym.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 23, 2020",TV went out after less than two years,Wish I can give this TCL no stars haven?t had the TV For two years and it has went out the whole screen is black I can only hear the sound And of course they?re telling me there?s nothing they can do because the manufacture warranty has expired so I?m out of more than $300 would never recommend this TV brand to anyone?,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"June 28, 2020",Good picture quality for the price,"I have this TV for a month so far. The color is good. Sound quality is good for voice but not good for music, which is understandable. You need to have a surround system for good music; sound bars are waste of money. Second day in after I have the TV, pictures turned black and white. I unplugged the TV and rebooted it. The pictures came back normal. For the price, so far so good. Here is my settings for a good picture quality. Picture mode = Normal TV Brightness = Bright Dynamic Contrast = off Backlight = 95 Brightness = 68 Contrast 71 Sharpness = 87 Color = 43 Tint = -4 Color Temp = Cool Game Mode = Off","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"July 29, 2020",Great TV!!,I bought this TV after my Panasonic 42” went out. I'm so glad I did. This TV has a Great Picture and I love the bigger screen. The only thing I don't like is the remote. The remote is to small for my big fingers When trying to hit the ok button I seem to hit the up and down or the arrows going from left to right. It was easy to setup and easy to mount the legs on it. Thanks For A Great Product!!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"October 7, 2020",A great purchase,"This TV is a fabulous find. I did a lot of research before I went to my local store for this model. I bought it for my 'she-space' in the basement and I am SO impressed with the picture quality that I actually think it's better than my large Samsung Smart TV in the living room. The setup was quick, I just plugged it in and it walked me right through everything. Within minutes I was watching TV. The 'legs' were easy to attach, the TV is very stable, and I have NO complaints at all. I may even buy a smaller TCL for my office.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"October 16, 2020",Very impressed!,"I'm probably getting easily impressed since it is my first 4K TV but man this TV is perfect for the price, I mainly use it for gaming which looks amazing and for watching anime which looks incredibly smooth, I'm satisfied with this TV (I'll update review in 1 month in case of anything)","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 1, 2020",HORRIBLE PICTURE,THE PICTURE IS ABSOLUTELY HORRIBLE. NO AMOUNT OF TWEAKING COULD IMPROVE IT. I WAS REPLACING A 10 YEAR OLD TV SAME SIZE BUT DIFFERENT BRAND AND THE OLD TV HAD A MUCH BETTER PICTURE. SO MUCH SO THAT I TOOK IT DOWN AND BOUGHT ANOTHER TV FROM THE SAME MANUFACTURER AS THE OLD ONE FOR NEARLY THE SAME PRICE. I WOULD NOT BY THIS BRAND AGAIN.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"October 17, 2020",Unable to update!,"Unable to update software. I'm pretty tech savvy and I could NOT figure it out. I tried everything from restarting/unplugging the tv and router to using a hotspot to putting the update on a USB flash drive and the update still wouldn't upload or download on the tv. We were unable to use the streaming portion of the tv which was why I bought it. The picture and sound was great and with the 3 HDMI ports we were able to stream with our amazon stick and also play games but actually using the roku services was unsuccessful. For that alone, we returned the tv.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"November 2, 2020",Good Tv but didn't work 4 months,I purchased a 65 in back in April or May. Mounted on the wall shows clear and everything but recently I went to turn it on and the power light wasn't on so I unplugged it then the light came on but the tv is dead no picture or sound. Brand New tv. I think I got one of the 1st series 4 that had just came out,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"October 16, 2020",Awesome TV!! Great pic and great price!,Bought this TV about 4 months ago and from day one I was quite impressed with it. I couldn't get over how thin it is and how lightweight it was for being a 55” TV. The built in ROKU is fantastic! I no longer needed to have my overpriced cable service due to so many options with the ROKU!! Since I bought the TV I've purchased 2 more of the same one for other rooms in my home. Great picture and easy to use.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"July 25, 2019",none,"Very Happy with TV. its a Great Value. It was delivered free of charge, well packaged and works GREAT!!!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"May 15, 2019",Great tv. Very compatible with Apple TV,Only improvement I could suggest is the controller app and mirror apps. So many of them. Only some work well. But the tv is great!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 26, 2019",Good tv for price,So far so good! Looks and sounds great! I have only had the tv for a week so really can't say much...,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 15, 2019",Best picture !,Best picture of any T.V. we own. Worth twice as much. You will not be disappointed. Highly recommended. (5 STARS),"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 13, 2019",Steer Clear,"The first tv was a black screen, wouldn't turn on at all. The second tv has purple spots on the picture when it's been on for a little while.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"January 9, 2019",none,I had this tv for 2 years still works good sometimes it turn off by itself but rarely never had any other problems so far,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"May 23, 2019",Maybe good?,"My unit was delivered with a damaged screen, but I'm sure it's great for most people. I exchanged for a Vizio that's fantastic.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"May 6, 2020",Great TV,"Beautiful picture easy to switch from one service to another, lovin it","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 29, 2020",TV received DOA (no power).,"TV was DOA (power supply), so will be returning it. It happens.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 19, 2020",great tv,I have bought several of these tvs. They are just as good as any name brand tv. I live that you can watch Netflix on it which is what we use the most out of all the apps. great quality picture and sound,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 12, 2020",Awesome Tv,"I love this TV has a great picture, the sound is good. The 1rst one I ordered came broken returned it to the store. Got this one and I love it I want another one for my bedroom.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 14, 2020",Bad pixels after 2 months.,"Burned out pixels!! I bought this tv from Walmart, in a couple days I will have had it two months. Im told it will be covered by Walmart however if at all possible I will go with another brand.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"November 26, 2020",Poor functionality,Looking through Netflix or Hulu via the Roku menu causes the Tv to freeze and shutdown. Has happened several times in the last several weeks. I believe the memory in the tv for the software may be too small.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"November 29, 2020",lasted 5 months before issues,lasted 5 months before a black line appeared in bottom left corner that covered half the screen. TCL did refund money with receipt since they had no direct replacement. It's the only reason for the 3 stars.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"November 20, 2020",Great tv,Bought one of these for a Christmas gift. Loved the value you get for price. I have owned a TCL before and loved the tv. The people I bought it for said they love the picture and easy set up for tv.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 11, 2020",Short term buy,Ive only had this TV for two years and it would random freeze up or shut off but now it seems like the light inside went out because the tv turns on but no picture and makes a buzzing sound. Im sad it only lasted 2 years.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 16, 2020",WORST TV EVER!,DO NOT BUY! PRICE IS GOOD BUT IS THE WORST TV I HAVE EVER BOUGHT. THE FIRST THING IS GOING TO HAPPEN IS YOUR VOLUME IS GOING TO GO CRAZY AND TCL won't HELP YOU. AFTER THAT YOUR SCREEN IS GOING TO FREEZE. AND MUCH MORE. IT IS A NIGHTMARE!!!!!!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 17, 2020",Best Tv,I love you is tv My sister has given me some tax money and I pay for my whole baby shower and I have just enough to buy this TV and a couple of months ago my grandmother who has dementia just drop my TV I was so hurt so I cried,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 18, 2020",No good straight outta the box!,Got this on the black Friday deal and finally received it only to get it all hooked up to have it throw an error code 008 saying the firmware couldn't update. Looks like a lot of people are having this same issue when you do a google search.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 14, 2020",Bad Product,"Bought TV, only lasted 16 months before it went black, contacted manufacturer, after having me dig for my receipt, told me TV only has a 1 year warranty. DON'T BUY THIS TV!!!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 13, 2020",Mainly positive with one suggestion,"I really dont Care to have the volume on the side of the remote, I keep hitting it when I hold it to change channels. Other than that its a Absolutely wonderful TV. Easy to set up and I am technically challenged. Very happy with my purchase","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"November 10, 2020",You get what you pay for,"I was very pleased with purchase at first, but just 10 months later the TV screen is black and unresponsive. Spend the extra money at the beginning on a well known brand, unless you like buying a TV every year.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 24, 2020",Tv warranty,"Bought this tv 2 months ago, and dark colors wash out. Have been waiting on TCL warranty team to fix tv. Doesn't look like they are. Paid right at 500$ for tv and doesn't seem like it will get fixed. Very dissatisfied. Would not recommend TCL","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"November 14, 2020",none,just bought the TV today get it home and guess what the whole screen is cracked take it back and guess what they don't have anymore they won't sell the display one as an open box item so now we have to get a different TV what a bummer,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
